name	term	lev	seq	value
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup13681	0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup13694	-0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup13751	-0.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup13788	1.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup13827	1.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1388	1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup13906	-0.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup13927	0
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup14000	0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1403	0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup14087	0.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup14135	3.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup14196	-6.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup14316	0.8
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup14351	1.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1453	-0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1459	3.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1460	2.8
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup14603	2.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup147	1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1472	1.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup14733	0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup14784	1.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup14815	0.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup14875	1.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup14903	-0.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup14983	2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1502	9.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup15058	1.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup15062	1.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1515	0.8
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1538	0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup15399	2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup15447	-0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1551	1.9
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup15518	0
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup15532	0.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup15557	0
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup15586	0.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup15639	0.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup15850	-0.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup15922	0.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup15990	1.9
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1617	3.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1619	0.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup16216	0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup16272	2.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup16274	0.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup16286	-0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup16290	-1.9
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup16417	-0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1642	1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1644	-5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup16464	1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1651	0.8
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup16534	0
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup16572	3.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1658	4.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup16701	-0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1672	1.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup16891	-0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1690	1.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup16973	1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup17026	-0.8
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1704	3.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup17170	-1.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1732	2.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1736	0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup17422	2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup17523	1.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup176	4.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1761	0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup17618	1.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup17619	2.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup17733	0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup17763	-0.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1783	2.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup17900	0.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup17954	0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup18112	0.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup18135	-2.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup18203	0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup18206	0.8
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1829	-0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1838	-0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup18503	0.9
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1852	0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup18526	0.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1853	0
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup18550	0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup18696	0.9
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup18740	0.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1875	-2.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1876	1.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup18780	0.8
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup18846	0
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup18978	0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1898	-0.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup19093	2.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup19118	0
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup19135	-1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1916	1.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup19255	0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1927	0.9
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup19277	0.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1946	0.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1950	-0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup19545	1.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup19613	0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1980	0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup19853	-0.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup19923	0.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup19984	0.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2006	0.8
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup20103	-0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup20107	5.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup20126	0
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup20192	1.9
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup20273	0
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup203	0.9
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup20317	3.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup20336	-0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup20339	1.8
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2038	0.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup20434	-0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2059	0.8
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup20611	-0.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2065	2.8
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup20662	-1.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup20695	1.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup20787	0.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup20806	2.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2084	-0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2093	1.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup211	3.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2135	-8.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup21528	0.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup21659	0
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup21796	-0.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup21910	-0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup21927	-0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup21935	0.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup21945	0.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup21961	0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup22031	0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup22300	-0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2233	-1.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup22521	0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup22728	0.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup22881	1.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup22931	0.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2300	-0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2314	-0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup23187	1.8
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup23265	0.8
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup23355	0.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup23369	0.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup23486	0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2355	0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup23617	0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup23689	0.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2375	-0.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup23757	0.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup23775	0
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2393	1.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup24005	1.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup24025	0.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup24046	1.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup24062	1.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2418	0.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2419	1.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2426	2.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup24292	1.9
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup24328	-1.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup24657	0.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup24775	0
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2482	0
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2490	1.8
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2493	1.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2497	0.8
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup25050	1.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2506	0.9
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2510	-0.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup25115	0.8
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2518	0
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup25205	-0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup25231	0.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup25232	4.8
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2538	0
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup25503	0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2556	-2.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup25578	0.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup25656	0.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2574	-1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup25885	0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup25889	0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup25957	-0.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2596	2.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup25983	0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2604	8.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup26045	-0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2611	1.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup26175	0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup26288	-1.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2630	-0.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup26354	1.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup26432	0.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup26437	-0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup26625	1.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup26662	-0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup26685	0.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2670	3.9
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2677	0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup27048	1.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2729	1.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup27528	1.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2753	1.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup27543	0.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup27580	0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2787	-6.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup27897	0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2795	0.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2797	-0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup27980	-0.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup28049	-1.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2827	0
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup28363	-1.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup28722	0.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup28743	1.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2888	0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup28885	0.9
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup29077	1.9
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2908	-1.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup29102	0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup29137	0
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup2919	0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup29426	0.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup29635	0.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup29976	2.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup30033	2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup30080	0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup30198	0.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup30379	1.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3054	0.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup30646	0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup30688	-1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup30747	1.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup30749	1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup30762	0.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3082	0.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup30989	-0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup31013	-0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup31052	0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3118	-1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3136	0.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3142	0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup31521	0
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup31649	0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup31708	-0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3190	0
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup31919	1.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup32255	0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup32309	0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup32417	0.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3248	0.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3253	-0.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3255	-2.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3257	0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3274	-0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3276	-0.9
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup33222	3.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup33272	0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup33406	0.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup33462	0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup33520	0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup33586	0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3361	-0.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup33615	1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3369	-0.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup33697	0.8
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup33855	0.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup33960	-0.9
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3414	0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3430	2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3454	0.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3488	0.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup35041	-0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup352	0.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3526	0.9
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup35496	0.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup35548	-0.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3558	0.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup35588	-1.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup35873	1.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup35930	2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup36073	0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup36089	1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup362	2.9
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup36590	0
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3670	0.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup36930	-0.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3699	0
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3704	-0.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup37062	-0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup37343	0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup37382	1.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3750	0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3755	0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3768	5.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup377	1.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3771	1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3786	3.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3819	10
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup38605	-0.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup38693	-0.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3879	-0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3888	2.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup39114	0.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3916	-0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup39438	0.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup39459	0.8
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3948	2.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3955	-9.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup39597	-0.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup39611	2.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup397	1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup3972	1.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup39936	0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup39957	0
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup40259	0.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup4029	1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup404	3.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup40408	0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup405	0.9
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup4050	-0.8
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup4052	0.8
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup40601	0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup40616	-0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup4071	-2.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup4089	-0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup40911	0.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup40996	-0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup410	0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup4117	0.9
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup4135	-5.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup4139	0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup41482	0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup4156	1.9
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup4166	0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup4173	-0.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup41778	0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup4180	1.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup4213	0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup42431	3.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup42499	-0.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup4253	-0.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup42773	-0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup43033	0.9
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup43339	-0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup43548	0.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup44030	-0.5
